"year","KNC_NF_corp","KNR_NF_corp","KGC_NF_corp","KGR_NF_corp","IG_cc_NF_corp","IG_R_NF_corp","pK_NF_corp","z_NF_corp","rho_NF_corp","KNC_gov_trans","KNR_gov_trans","KGC_gov_trans","KGR_gov_trans","IG_cc_gov_trans","IG_R_gov_trans","pK_gov_trans","z_gov_trans","rho_gov_trans","KGC_productive","KNC_productive","KNR_productive","KGR_productive","IG_productive","pK_productive","share_NF_corp","share_govt","GVA_NF","CCA_NF","NVA_NF","EC_NF","NOS_NF","TPI_NF","GOS_NF","ProfSh","WageSh","Py_fred","KGC_NF_IPP","KNC_NF_IPP","KNR_NF_IPP","pK_NF_IPP","z_NF_IPP","KGC_fin_corp","KNC_fin_corp","KNR_fin_corp","pK_fin_corp","z_fin_corp","KGC_total","R_NVA_KGC","k_Py","k_pK","y_t","y_GVA","y_GOS","y_NOS"
1979,2414175,6483342.38838,3273597.31205292,8791347.85826195,272473,731734.754352549,37.2365803837059,-0.0189340643945814,0.040000540267572,515859,3790483.4254,521520.404864166,1916041.44799792,20197,74202.8284306407,27.2186390022567,-0.050039653730355,0.013367313174932,3795117.71691709,2930034,10273825.81378,10707389.3062599,292670,34.4195237926353,0.862581231001231,0.137418768998769,1450326,172444,1277882,942400,226725,108757,399169,0.177422485018179,0.737470282858668,36.11,189525.676017005,186843,405392.68138,46.0893865582295,0.137622991178547,185674.607807506,140365,305412.87742,45.9590968088002,-0.00766092257871089,3984643.39293409,0.33671735511753,16.16782633798,16.2157722177753,15.0793149285871,15.2058992674118,13.9157405157922,13.3500934590145
1980,2766412,6732786.15372,3764490.64150379,9161871.21329913,296668,722019.063918102,41.0886657742947,-0.020859869387779,0.0399820044147831,624704,3892069.2975,628906.594071765,1959126.27883126,22097,68835.0444905567,32.1013811548149,-0.0712920578147272,0.0134392779885426,4393397.23557556,3391116,10624855.45122,11120997.4921304,318765,38.5197989244985,0.8568518710352,0.1431481289648,1574527,198860,1375667,1030690,223441,121536,422301,0.162423755167493,0.749229282958739,39.371,218780.658055281,213843,428659.90404,49.8864013136264,0.134155264925299,223423.298103083,168440,337233.1847,49.9476349428194,0.000950529781851379,4612177.89363084,0.313121469841272,16.2277540248441,16.2496111626403,15.0665899436776,15.2016061489815,13.8856142902083,13.2490433573877
1981,3125661,6986620.93998,4273635.2075847,9552625.58260382,339138,758056.824570207,44.7378071152225,-0.006676735202981,0.040090331627053,717092,3969337.9964,720512.76857564,1994136.53282887,22222,61503.0072542999,36.1315665559531,-0.0498952684111753,0.0135227389591724,4994147.97616034,3842753,10955958.93638,11546762.1154327,361360,42.3307994177863,0.855728590339129,0.144271409660871,1789067,229084,1559983,1139850,273482,146651,502566,0.175310884798104,0.730681039472866,43.097,253270.530070038,244921,457609.7591,53.5218043604875,0.145728578796068,263197.746959299,197288,371340.37238,53.1286158667691,0.0243236317892762,5247418.50623038,0.312362190196728,16.2654941770413,16.2834326264337,15.1019022785999,15.238921609749,13.9691990504436,13.3607078820194
1982,3320755,7179488.08962,4584730.92683407,9912210.04961753,343827,743355.607802977,46.2533673508157,0.0460253183211791,0.0401744146120566,748439,4031540.6206,751865.015127527,2024997.5947904,21543,58021.7489932953,37.1291806499825,-0.00665226981180192,0.0136202745321766,5336595.9419616,4069194,11211028.71022,11937207.6444079,365370,43.8053673292099,0.859111496672322,0.140888503327678,1854861,253880,1600981,1183260,264806,152915,518686,0.165402337691703,0.739084348908575,45.759,287263.478008641,274065,487222.58794,56.250470890268,0.168021428081417,301387.883671118,223522,405235.20688,55.1585835102897,0.0518146884058794,5623859.41997024,0.300000415510476,16.2718802359198,16.3155123779682,15.0679088166279,15.2151020109037,13.9408356617241,13.2685344537007
1983,3415779,7344489.14496,4765970.48545067,10247623.893581,342125,735625.269878244,46.5080543055061,0.0740036009602913,0.0403755997816268,724633,4101628.70495,728233.289178232,2061003.68241136,22541,63794.2328311559,35.3339149945721,0.0325356005926945,0.013722557143612,5494203.77462891,4140412,11446117.84991,12308627.5759924,364666,43.6565830764265,0.867454262883175,0.132545737116825,1985899,264616,1721283,1250110,303155,168018,567771,0.176121532600973,0.726266395473609,47.552,322717.053815709,304060,519676.73298,58.5094503377934,0.179078032403981,336118.378181251,246277,441449.5915,55.7882496081096,0.0804605123713892,5816920.82844462,0.313290709738239,16.2625505722371,16.3480203353798,15.1019268378473,15.2449286031949,13.9928197842875,13.3653458417417
1984,3613437,7601701.63962,5074147.40055949,10674644.2831317,401008,843613.205682218,47.5345806939699,0.0582469133742665,0.0406526254727643,722206,4191364.3604,726568.313987068,2108340.65117246,26122,75800.2701600158,34.4616185995854,0.0201975589871078,0.0138104078327609,5800715.71454656,4335643,11793066.00002,12782984.9343042,427130,44.3701790791176,0.874745057378861,0.125254942621139,2226000,278952,1947048,1388207,373838,185003,652790,0.192002457052933,0.712980368229237,49.267,363888.229443688,338455,561633.5022,60.2626087429298,0.19266166709902,382390.99761936,278148,489425.07532,56.8315793419736,0.0753339882000275,6164603.94399025,0.335656511336584,16.2814075672285,16.3860944515283,15.1897406376284,15.3236325110828,14.0969264641524,13.5394935277428
1985,3801706,7867696.17612,5376166.49114989,11126069.3342948,428068,885894.113516231,48.3204474969296,0.0652838262316224,0.0407010342292835,756640,4293566.9724,761509.986963553,2160600.8994895,28728,81508.7703419772,35.2452869543598,-0.00386256054794783,0.0138727686195642,6137676.47811344,4558346,12161263.14852,13286670.2337843,456796,45.2369167706547,0.875928620597868,0.124071379402132,2369165,298976,2070189,1490088,383522,196579,682498,0.185259413512486,0.719783555994163,50.826,406710.492248794,372617,606115.88582,61.4761976574653,0.205105601148161,435550.330061402,314521,544228.53062,57.7920822419378,0.0792331052689738,6544386.97036224,0.337291971543655,16.3067189560536,16.4232134945321,15.219912616732,15.3548102816673,14.1102770269447,13.5339144158171
1986,3959550,8069007.59676,5654438.71507848,11522953.10007,417120,850032.061411153,49.0710902489409,0.0671566509765803,0.0407285162459996,816975,4399734.3409,822011.518208845,2213428.9943259,30792,82913.5651794687,37.1374695242568,-0.0185278081254102,0.0139245847533331,6476450.23328733,4776525,12468741.93766,13736382.0943959,447912,46.2331851460863,0.873076841695793,0.126923158304207,2464907,317872,2147035,1578176,364294,204565,682166,0.16967306075588,0.735049032735843,51.849,449749.160668161,406407,650566.69926,62.469689958351,0.209518987172832,498795.908152265,357082,600845.15538,59.4299540909448,0.0682672437477292,6926199.39395549,0.331514166350693,16.3405176526259,16.4551554672684,15.2364329164462,15.3744991744541,14.0898628468694,13.4625510508203
1987,4154780,8233333.11042,5994387.48617981,11878797.1846046,417524,827387.77350305,50.462916346015,0.0545927876090245,0.0409221216881948,871566,4509117.56745,876874.98095974,2268292.00605746,33167,85796.0856433214,38.6579408038318,-0.0125960793747009,0.01397518239395,6871262.46713955,5026346,12742450.67787,14147089.1906621,450691,47.6062327354573,0.872385171552794,0.127614828447206,2641902,334692,2307210,1685458,404912,216840,739604,0.175498545862752,0.730517811555949,53.134,500464.622873998,448725,691513.22272,64.8902993112675,0.184287902009112,562153.814957273,397253,653247.38626,60.8120305347672,0.0742337956436448,7371727.09001355,0.335776723860247,16.3752115738745,16.4850649060492,15.2839027216487,15.4193628315925,14.1462233481367,13.5437781998558
1988,4404530,8399009.70744,6416505.2884377,12235650.6154864,443910,846493.13303115,52.4410633327211,0.0449689334552057,0.0412196365120164,892950,4632157.1775,898348.66438949,2330081.31118725,36085,93595.0454953175,38.5543912170066,0.00845632116395362,0.0140218897216861,7314853.95282719,5297480,13031166.88494,14565731.9266737,479995,49.0625836839262,0.877188434631387,0.122811565368613,2873908,358200,2515708,1825308,456561,233839,814761,0.181484099108482,0.725564334175508,55.008,551321.381212391,491455,734259.24644,66.9320818747305,0.194328892310864,635436.120814727,442844,707511.79118,62.5917483666834,0.0705905727809631,7866175.33403958,0.343917734547206,16.4031091835875,16.5174911115872,15.3357563896213,15.4688748907621,14.2083416544703,13.6291691522885
1989,4650305,8581405.96104,6836321.74686528,12615355.8078743,480992,887595.032156504,54.190479055677,0.0516794202608426,0.0415090178470564,936221,4757047.00725,940965.764362247,2390577.85142831,36704,93248.63112134,39.3614357214948,-0.00360174363893113,0.0140562008385845,7777287.51122752,5586526,13338452.96829,15005933.6593026,517696,50.5476253933864,0.879011060989601,0.120988939010399,3020213,380160,2640053,1934822,457075,248156,837235,0.173130993961106,0.732872408243319,57.165,608299.308160652,540545,785939.6311,68.7769109242467,0.200053137387311,715296.860834966,491926,767150.36504,64.1238044609873,0.0773689185074263,8385586.81938817,0.33945678312506,16.4259465494141,16.5489724034478,15.3455379136727,15.4800662796594,14.1970884376944,13.5918311331909
1990,4905710,8793863.8194,7263868.13820859,13021044.2952162,520085,932292.504961086,55.7856034702015,0.0552892301479941,0.041743096717933,992403,4897046.96455,996422.266077273,2458440.08608587,41161,101555.189831068,40.5306711242127,-0.00779072021734056,0.0140940631376576,8260290.40428586,5898113,13690910.78395,15479484.381302,561246,51.993031982987,0.87937200542486,0.12062799457514,3160697,402624,2758073,2037523,457022,263528,859646,0.165703373333483,0.738748756831309,59.305,668832.574461977,592259,839766.788,70.526604345777,0.203342422479253,792596.249752197,535352,815272.8626,65.6653771465789,0.0775778279756221,8929122.97874784,0.333895403794638,16.4494468692898,16.5810307794957,15.3525193719474,15.4887796973683,14.1867525220875,13.5549633752683
1991,5028760,8954980.51008,7520461.27245121,13392085.5482489,514912,916931.1966382,56.1560127834949,0.0793518672262214,0.0419236684269688,1021027,5038060.1374,1024640.14216769,2527944.24409684,42242,104217.487061582,40.5325451524651,0.00686080673362786,0.0141200630623764,8545101.4146189,6049787,13993040.64748,15920029.7923457,557154,52.1785954349309,0.880090347387247,0.119909652612753,3231237,423556,2807681,2071121,450831,285729,874387,0.160570591887041,0.737662505106527,61.31,731306.711721994,643633,893499.23436,72.0350925046986,0.211190847691434,845403.900014318,556822,846129.41314,65.8081365985877,0.100999806555262,9276408.12634089,0.328571992743894,16.4500959669744,16.6113665670928,15.3370966578993,15.4776028182334,14.1705055726098,13.508075049634
1992,5205412,9116941.62786,7856138.52084372,13759517.2706626,532336,932351.990276366,57.0960329952431,0.0695654741754427,0.0421831436057739,1047212,5184491.8108,1049641.87005941,2598260.75312153,42852,106074.912757112,40.3978649486345,0.00818909058620155,0.014145250163615,8905780.39090313,6252624,14301433.43866,16357778.0237842,575188,52.7651454768537,0.882139259673237,0.117860740326763,3376497,436252,2940245,2188674,449070,302501,885322,0.152732170278327,0.744384906699952,62.707,787013.516194475,691729,946505.56658,73.082401670327,0.213741175997325,903495.400990944,581538,874192.70262,66.5228614076852,0.0909304915046857,9692793.9070976,0.330150180101379,16.4689082078417,16.6415304428019,15.3607005710137,15.4990464413402,14.1604038014612,13.481631158415
1993,5454732,9325177.35072,8285282.24616563,14164165.4156916,578320,988671.224446662,58.4946730217291,0.0616922210573824,0.042445026807949,1081732,5346341.9817,1081936.9021169,2673677.34399003,45418,112236.746312788,40.466247901936,0.00519454691508341,0.0141710778643188,9367219.14828253,6536464,14671519.33242,16837842.7596816,623738,53.7690271914991,0.8844975349685,0.1155024650315,3534936,455844,3079092,2271015,488755,319322,944599,0.158733483767292,0.737559968977867,64.194,838976.15960404,736643,995565.6263,73.9924099968898,0.217033876800388,972829.893528207,614278,906666.4043,67.7512696055236,0.0837784160423379,10206195.3078866,0.328709294749931,16.4959872653024,16.6731994150599,15.3834057438949,15.5214661900849,14.201776215398,13.542877058012
1994,5759417,9563981.3346,8796564.3963655,14607412.1209571,630521,1047031.50945197,60.2198686771159,0.058023264765303,0.0426276301120812,1154738,5513126.0718,1152649.03060604,2751576.29794341,48526,115840.110813088,41.8904986013855,-0.010930477854841,0.0141906266083299,9949213.42697154,6914155,15077107.4064,17358988.4189005,679047,55.3459030895189,0.884146717821803,0.115853282178197,3816575,482344,3334231,2398673,584811,350747,1067155,0.175396065839469,0.719408163381601,65.564,897706.136092765,791165,1041342.3873,75.9754917929864,0.199875491937287,1055244.67687188,656067,943909.8851,69.50525790187,0.0766224522659661,10846919.5630643,0.335125085462652,16.5351474746053,16.7045716012734,15.4418960471965,15.5770074027017,14.3026502079987,13.7011874182513
1995,6106995,9881148.15336,9358809.20926506,15142599.6477446,716637,1159522.21496488,61.8045079905352,0.0624362667367173,0.0427409511696926,1241162,5667927.7867,1236859.87023458,2824140.7756428,48903,111660.956649088,43.7959708277311,-0.0155396889999608,0.0142087569873729,10595669.0794996,7348157,15549075.94006,17966740.4233874,765540,57.0345787112722,0.883267412283794,0.116732587716206,4041486,520836,3520650,2524557,637426,358667,1158262,0.181053498643716,0.717071279451238,66.939,962962.380420915,850989,1092675.49998,77.8812190824793,0.205946868621943,1125088.62549159,687683,976301.91248,70.4375348659462,0.0900270476743458,11558631.4599206,0.332272551509909,16.5773443272537,16.7374683562164,15.4755446186854,15.6135114331573,14.3638195927504,13.7665818999133
1996,6431219,10244082.92094,9881588.93450288,15740066.7642776,781007,1244041.05502154,62.7798412960315,0.0736346637622415,0.0426990050275049,1312031,5821892.49745,1306136.79506093,2897869.031985,51354,113936.891473619,45.0723197164727,-0.00763896177660298,0.0142374755104996,11187725.7295638,7743250,16065975.41839,18637935.7962626,832361,58.1675241475439,0.883252697944727,0.116747302055273,4296356,554164,3742192,2667703,702808,371681,1256972,0.187806504850633,0.712871760722058,68.164,1030431.31226275,912118,1159572.7114,78.6598365960822,0.223588974752835,1193368.46869575,721689,1020259.02074,70.735860730401,0.0984469113727435,12218157.0418266,0.334490859935114,16.6135814380489,16.7721708096367,15.518435713703,15.6565313992644,14.4274698318087,13.8460926380125
1997,6811804,10654136.7207,10490870.2173667,16408452.9758848,855906,1338696.70120683,63.9357667220967,0.0725721583124653,0.0425862545336139,1391593,5970174.39055,1385605.18738472,2972242.81996873,53944,115714.53985606,46.618169218062,-0.00943899651002295,0.014265914510297,11876475.4047514,8203397,16624311.11125,19380695.7958536,909850,59.5544841925978,0.883331953280484,0.116668046719516,4609353,594612,4014741,2862551,763291,388899,1357903,0.190122102521682,0.713010129420553,69.34,1126134.13290056,993809,1244212.36398,79.8745478481658,0.222708086142468,1270983.85213261,762177,1067025.72492,71.4300491731016,0.0919176973064467,13002609.5376519,0.338041452802894,16.6562183905091,16.8083487364966,15.5716316409188,15.7097463037829,14.4876004017094,13.9115428725404
1998,7180238,11084625.65628,11089647.5796937,17119849.2419021,911542,1407209.87799802,64.7765492732904,0.0786955410318681,0.0424058022412849,1449724,6117487.12095,1445722.55173999,3050300.98513108,57134,120545.879480631,47.3960621849211,-0.000352343188812332,0.0142948328557901,12535370.1314337,8629962,17202112.77723,20170150.2270331,968676,60.5468409430103,0.884668538975591,0.115331461024409,4875176,634096,4241080,3093832,744345,402904,1378440,0.175508361077839,0.729491544606563,70.119,1236219.1792791,1082651,1338638.77236,80.8770089701871,0.227852687468654,1370982.3417016,821761,1136187.52216,72.3261771470395,0.0899371517492448,13771589.3107128,0.338329060532889,16.6990412042785,16.8458177070255,15.6153048990576,15.7546431516297,14.4914393702306,13.8752363033157
1999,7599121,11553789.35304,11771886.2711747,17898108.7766724,987288,1501083.82045557,65.7716768741377,0.0779646877923229,0.0422214165248639,1546342,6280570.77165,1543058.90525537,3133618.13210827,62536,126997.059439601,49.2420850340566,-0.0113139843749844,0.0143198696375645,13314945.17643,9145463,17834360.12469,21031726.9087807,1049824,61.8888710850226,0.884110757888296,0.115889242111705,5168284,679076,4489208,3309975,754597,424636,1433673,0.168091342615446,0.737318253019241,71.111,1393861.87094358,1206775,1449923.65686,83.2302441780576,0.216310638960486,1486556.75974104,888872,1209139.00692,73.5128049722086,0.0895930544446979,14708807.0473736,0.337155575221349,16.7453258092643,16.8842274708642,15.6581150016492,15.7989794259669,14.5166783901371,13.87486726036
2000,8137294,12074800.87374,12642295.19277,18759700.3426125,1087247,1613348.49466803,67.3907096695632,0.0705190420664127,0.0420020315055714,1665389,6472509.0391,1659117.76247742,3224067.98488715,69669,135383.754859993,51.4603839079867,-0.0152778189726366,0.0143393037015913,14301412.9552475,9802683,18547309.91284,21983768.3274997,1156916,63.7864489962719,0.88398924164562,0.11601075835438,5510787,737452,4773335,3597328,726139,449868,1463591,0.152124039062836,0.753629904458832,72.722,1569921.68077769,1335108,1567806.70898,85.1576914649516,0.229206340659361,1604364.39888522,949990,1269332.96602,74.8416708169724,0.0917530611020463,15871334.6360251,0.333766671512592,16.794395132155,16.9254983147828,15.6970820137374,15.8407442358924,14.514929796634,13.8140229692827
2001,8540556,12448375.42278,13381928.9784894,19504968.5061739,1048496,1528246.15133759,68.6077958764896,0.0778867889226192,0.0417372331901073,1741591,6667354.79465,1735960.15155362,3322899.07325612,75804,145100.704715874,52.2423375878387,-0.000117703073983993,0.0143513153456439,15117889.130043,10282147,19115730.21743,22827867.57943,1124300,64.9168310903396,0.885171789750473,0.114828210249527,5470157,781460,4688697,3582304,664885,441507,1446346,0.141805921773149,0.764029750696195,74.36,1679158.6585008,1395240,1658697.2572,84.1166158528088,0.269117214121162,1697638.55454973,987710,1310300.7949,75.3804014959314,0.105758788143498,16797047.7885438,0.310142306221997,16.827641334303,16.9634525682345,15.6569172997968,15.8110698991321,14.4808029569872,13.7036213954875
2002,8810698,12636682.66608,13967297.9558397,20032500.4864013,935180,1341275.44669726,69.7231879031837,0.0766225406350274,0.0417198041725805,1827495,6879997.9016,1818823.70231306,3423676.46841555,78879,148478.4785951,53.1248708542484,-0.00198332951601346,0.0143552609886886,15786121.6581528,10638193,19516680.56768,23456176.9548168,1014059,65.7849133259953,0.88478337227474,0.11521662772526,5543551,805024,4738528,3540451,731045,467032,1536068,0.15427681339015,0.747162620965836,75.515,1765863.67471775,1444022,1724836.7843,83.7193416295349,0.257400994511219,1782908.00121431,1019814,1343770.92304,75.8919531978624,0.103413786681909,17551985.3328706,0.300170498024305,16.8554806099024,16.9934213906382,15.6520759708877,15.8089847020859,14.525575336513,13.7830691703145
2003,9081233,12829549.81572,14536988.3054907,20537190.8898089,953330,1346820.9356395,70.7837229711116,0.0763350248611117,0.0420382134922944,1882379,7094755.54535,1870143.14725316,3524319.0836098,79494,149807.901948028,53.0639565512229,0.00674098994345432,0.0143603775670229,16407131.4527439,10963612,19924305.36107,24061509.9734187,1032824,66.4102116216723,0.886016446406882,0.113983553593118,5733743,818191,4915552,3594306,830127,491120,1648317,0.168877676403383,0.731211062358816,77.006,1867464.5690592,1521620,1790092.34636,85.0023186286498,0.232621291873148,1863089.55245558,1045830,1368697.9194,76.4105786365529,0.104409583726748,18274596.0218031,0.299598501673364,16.8745134880486,17.0225459948035,15.6692014596068,15.8231659491435,14.576552170415,13.8906208252081
2004,9838424,13043865.4137,15851424.2920684,21015951.8517595,1017506,1349018.02581717,75.4256785696875,0.0269010078089167,0.0423746883658957,2176016,7287618.92265,2156389.3961664,3610944.07580277,81973,137266.450693926,59.7181609822357,-0.0499577807627914,0.0143691468620061,18007813.6882348,12014440,20331484.33635,24626895.9275623,1099479,71.3179485715073,0.880252570717385,0.119747429282615,6133641,851954,5281688,3761333,988613,531742,1840566,0.187177470535935,0.71214600332318,79.077,1947180.14165725,1590638,1857652.53156,85.6262391903954,0.240607845656403,2041497.88123836,1129053,1398999.0847,80.704341578759,0.0571845713735235,19954993.8298921,0.293299791492774,16.9410644401322,17.0443384725864,15.7145044262323,15.8640472203688,14.6603318156513,14.0388063543498
2005,10724500,13309859.9502,17353787.8806656,21537273.1872942,1143620,1419312.97834377,80.5756036511778,0.024504258182392,0.0427290493023248,2431593,7411495.53685,2421884.0566736,3690951.33865013,86612,131996.689297438,65.6167972552936,-0.0353342655899249,0.0143977379208015,19775671.9373392,13156093,20721355.48705,25228224.5259443,1230232,76.6254731463291,0.877532148371618,0.122467851628382,6575529,913610,5661919,3928746,1157510,575663,2071120,0.204437753348291,0.69388947457567,81.556,2060211.45959157,1695424,1938787.89416,87.4476266902089,0.226749221708107,2222404.85908205,1211856,1424791.82864,85.054951582418,0.0577207844059992,21835883.3969307,0.286307287961707,17.0038433353063,17.0662036670939,15.753153723786,15.9027458741988,14.7474803668551,14.1656619893474
2006,11601575,13657426.14456,18780230.0836975,22108171.1186578,1271805,1497174.5524019,84.947008881473,0.0349123077804021,0.0430080731661413,2782275,7556649.6776,2771971.04075964,3764332.07922884,93270,126660.505419082,73.6377923737138,-0.0471652539815349,0.0144352390351091,21552201.1244571,14383850,21214075.82216,25872503.1978866,1365075,81.8305413814116,0.871383390274043,0.128616609725957,7021572,984445,6037127,4127501,1297836,611790,2282281,0.214975765790582,0.683686296478441,84.071,2168335.88676046,1797218,2028036.79302,88.6186091980963,0.235452927106298,2398764.37807366,1295023,1454194.57664,89.0543136938541,0.0609084567102051,23720537.0112176,0.280116493212805,17.0594970157062,17.0865081551865,15.7869473005583,15.9380061886191,14.814194445484,14.2497173260976
2007,12248970,14033871.74574,19834053.5650223,22724242.4407652,1371569,1571432.00093011,87.2814731523978,0.0607507997992682,0.0432130126773077,3121039,7685988.8452,3112010.64716742,3831877.64079084,99126,122055.720910456,81.2137270261361,-0.0390478346781307,0.0144806988865921,22946064.2121897,15370009,21719860.59094,26556120.0815561,1470695,85.4046434941792,0.86437714902261,0.13562285097739,7257367,1047219,6210148,4307101,1271768,631279,2318987,0.204788678144225,0.693558511004891,86.349,2305021.6004768,1924349,2128019.55308,90.4291033047503,0.227759920154112,2529339.51942472,1356196,1492271.1353,90.8813397189617,0.0868808545139125,25251085.8126665,0.27064109742624,17.0954299479802,17.1064266989454,15.7884682483922,15.9443006110816,14.8034139725957,14.2026915785484
2008,13060201,14369615.9607,21172985.4940464,23295787.7364153,1415006,1556874.41579852,90.8876133900783,0.047336149064332,0.0433602626233609,3321905,7807574.7112,3315771.84272976,3896579.88223714,102444,120388.629974995,85.0944146646388,-0.0150484365285521,0.0145324025840266,24488757.3367761,16382106,22177190.6719,27192367.6186524,1517450,89.1512828828055,0.864600240954232,0.135399759045768,7327703,1108750,6218953,4364267,1217245,637442,2325994,0.195731500141583,0.701768770402349,88.013,2424498.68930521,2028089,2223740.33884,91.2017003324201,0.24247136277765,2684984.17963719,1420822,1505028.66096,94.404979576516,0.0679659834938076,26913256.0260813,0.253951350592243,17.1414103411299,17.1285601376042,15.7707977777201,15.9348583101865,14.7873436876695,14.1397863215646
2009,12692474,14446458.8268,20758228.1657367,23626827.08774,1182561,1345980.20816741,87.8587213113698,0.122795469989572,0.0435675697394906,3361690,7941275.11095,3357918.70241254,3966183.11266985,107049,126440.207061342,84.6637335448727,0.0101758131782728,0.0145863753205024,24116146.8681493,16054164,22387733.93775,27593010.2004099,1289610,86.5449943526344,0.860760563419548,0.139239436580452,6904035,1114626,5789409,4094885,1086020,608503,2200647,0.187587368589782,0.707306220721321,88.556,2488975.35657909,2084458,2292689.61196,90.9175838336885,0.251287610374708,2628743.23994371,1358948,1485916.87476,91.4551831992279,0.140311865007115,26605122.2247284,0.24006359853639,17.1199272343699,17.142897910007,15.6930758375267,15.8691516469836,14.7257970317275,14.0195652612388
2010,13078839,14588491.46502,21497725.7713745,23979145.926717,1249146,1393331.30100951,89.6517575608156,0.0666162774437022,0.0440606120393,3493481,8068984.3231,3491165.69223524,4031818.29813741,107091,123675.440076116,86.5903528898628,-0.00359200722939372,0.0146337808819638,24988891.4636097,16572320,22657475.78812,28010964.2248544,1356237,88.2746860777405,0.860291293940778,0.139708706059222,7287190,1123495,6163695,4166597,1358883,638215,2482378,0.22046564601266,0.675990132542249,89.632,2577855.37133246,2172268,2360944.34112,92.008437563145,0.232457200364482,2659719.67937299,1349701,1475593.24324,91.4683640754836,0.10816147183944,27566746.8349422,0.246657400108201,17.1433997295383,17.1586587429932,15.7436447802517,15.911086357053,14.8341853165962,14.2316313836223
2011,13738372,14825099.93844,22622368.5489913,24411835.3021026,1389556,1499472.17691142,92.6696754628802,0.0539993479184681,0.0444879398451462,3734604,8177530.5455,3735115.52278912,4089325.30444717,106604,116713.507814012,91.3381852680479,-0.0182520806783564,0.014684813929141,26357484.0717805,17472976,23002630.48394,28501160.6065498,1496160,91.6756025682167,0.858290134497772,0.141709865502228,7661063,1173463,6487600,4372725,1444027,670848,2617490,0.222582619150379,0.67401273198101,91.481,2695664.86546735,2288911,2447699.19576,93.5127569582464,0.229011518838275,2768361.56608308,1386236,1476655.00914,93.8767681970171,0.0834354066463363,29053148.9372478,0.246138818952979,17.1763017036607,17.1741767172969,15.7744421061378,15.9407001904768,14.8667652868223,14.2719851818632
2012,14229170,15132471.40284,23456478.5729929,24945551.372086,1529893,1627014.23005735,94.030708013296,0.074539747827321,0.0447855782469508,3902446,8261847.7004,3913449.47322672,4142571.54756399,107258,113537.671072131,94.4690858876777,-0.00784234702150734,0.0147436125684944,27369928.0462197,18131616,23394319.10324,29088122.91965,1637151,93.5385210753699,0.857016450075496,0.142983549924504,8110944,1234809,6876136,4608338,1572715,695082,2807524,0.228720752469119,0.670192968841803,93.185,2805932.89322592,2392601,2537863.62984,94.2761845777679,0.239210270041241,2847630.7597308,1412383,1491127.6951,94.7191179294193,0.104611179791514,30175860.9394456,0.251229597256823,17.1955388735401,17.1917522965118,15.814150845686,15.9793082402799,14.9183969355444,14.3388974046264
2013,14783467,15438829.55472,24385700.2325838,25466737.2317574,1572655,1642372.01553453,95.7551020794861,0.0702795050081128,0.0449453347067613,4004879,8354182.474,4019707.68334852,4192557.56276698,106729,111318.412025375,95.8772210797176,0.000542340016404627,0.0148053922830727,28405407.9159323,18788346,23793012.02872,29659294.7945244,1679384,95.3023305210912,0.858487943730817,0.141512056269183,8417763,1282795,7134968,4773788,1634506,726674,2917301,0.22908385854008,0.669069293653454,94.771,2960993.85805057,2536150,2637246.55648,96.1665868429482,0.22577367484515,2948791.25537827,1449588,1506547.80294,96.219183830155,0.0992904065713309,31366401.7739829,0.251183437362224,17.2157968352783,17.21020602563,15.8342250546488,15.9995614046598,14.9398761624326,14.3605579066863
2014,15515241,15843141.2502,25558952.5179627,26099117.3098271,1744503,1781371.45535784,97.9303331011086,0.0669825446212038,0.0451173374442089,4048074,8461891.69225,4063628.94085662,4247203.48183127,111928,116984.350252757,95.6777549801899,0.00859904787217693,0.0148688313172076,29622581.4588194,19563315,24305032.94245,30346320.7916583,1856431,97.1428027471057,0.862819891422839,0.137180108577161,8851699,1352680,7499019,5032917,1711433,754668,3064114,0.228220917962736,0.671143385554831,96.421,3107979.68831592,2664346,2747426.48468,96.9760615927936,0.239765206921683,3051057.27991617,1489951,1528812.21712,97.4580778015231,0.104089723591174,32730561.1471353,0.253152110001789,17.2404936813382,17.2330356123958,15.8667289357236,16.0325661417321,14.9717151811889,14.3892877550111
2015,15792586,16202867.1948,26050072.595507,26726836.6738607,1760602,1806341.30400805,97.467848190895,0.0960536194066723,0.0451594560069898,4073987,8581142.7572,4091342.93138997,4308849.99914316,118726,125037.801420491,94.9520854103429,0.0115514589961624,0.0149254172492055,30141415.526897,19866573,24784009.952,31035686.6730039,1879328,96.7421596736303,0.864261752148335,0.135738247851665,9222330,1408263,7814067,5303853,1738998,771216,3147261,0.222547106391588,0.678757041627619,97.316,3237376.04522583,2761618,2859090.21134,96.5907962276462,0.25680533019785,3149260.74001618,1532246,1561612.616,98.1194685737606,0.112509984531492,33378791.5721228,0.25924684900837,17.2486174855576,17.2545316094464,15.8986428993523,16.0643450455416,14.9892498791754,14.3960264136877
