"year","ME_K_net_real","NRC_K_net_real","RC_K_net_real","IP_K_net_real","NR_K_net_real","TOTAL_PRODUCTIVE_K_net_real","TOTAL_ALL_K_net_real","ME_K_gross_real","NRC_K_gross_real","RC_K_gross_real","IP_K_gross_real","NR_K_gross_real","TOTAL_PRODUCTIVE_K_gross_real","TOTAL_ALL_K_gross_real","ME_IG_real","NRC_IG_real","RC_IG_real","IP_IG_real","NR_IG_real","TOTAL_PRODUCTIVE_IG_real","TOTAL_ALL_IG_real","ME_D_real","NRC_D_real","RC_D_real","IP_D_real","NR_D_real","TOTAL_PRODUCTIVE_D_real","TOTAL_ALL_D_real"
2002,3319.61,9140.85,14832.3,1554.84,12460.46,27292.76,28847.6,3834.14831369641,9488.20082297582,15247.6006720914,1865.81394142036,13322.3491366722,28569.9498087636,30435.763750184,602.023651146728,883.593979916549,1777.94447733645,400.258635816504,1485.61763106328,3263.56210839973,3663.82074421624,514.538313696413,347.350822975822,415.300672091361,310.973941420356,861.889136672235,1277.1898087636,1588.16375018395
2003,3460.14,9329.85,15460.2,1638.56,12789.99,28250.19,29888.75,3996.45964688353,9684.37887528934,15893.088378884,1966.272,13680.8385221729,29573.9269010569,31540.1989010569,627.500830575298,901.863869824576,1853.21791038602,421.816143712575,1529.36470039987,3382.58261078589,3804.39875449846,536.31964688353,354.528875289338,432.88837888403,327.712,890.848522172868,1323.7369010569,1651.4489010569
2004,3607.25,9522.9,16117.5,1727.04,13130.15,29247.65,30974.69,4166.37508144316,9884.76949625185,16568.7901252801,2072.4421367826,14051.144577695,30619.9347029751,32692.3768397577,654.190122830723,920.535564092616,1932.0065700622,444.57845903142,1574.72568692334,3506.73225698554,3951.31071601696,559.125081443157,361.869496251853,451.290125280068,345.402136782604,920.99457769501,1372.28470297508,1717.68683975768
2005,3760,9720,16800,1820,13480,30280,32100,4342.8,10089.36,17270.4,2184,14432.16,31702.56,33886.56,681.88775,939.585913043478,2013.816,468.51168,1621.47366304348,3635.28966304348,4103.80134304348,582.8,369.36,470.4,364,952.16,1422.56,1786.56
2006,3832.38,9876.6,16884,1887.48,13708.98,30592.98,32480.46,4426.40223092357,10251.9081924093,17356.7504968785,2264.98167970631,14678.3104233329,32035.0609202114,34300.0425999177,813.197001864996,1300.47747619414,1386.08469080024,490.073458714492,2113.67447805913,3499.75916885937,3989.83262757386,594.022230923571,375.308192409313,472.750496878512,377.501679706307,969.330423332884,1442.0809202114,1819.5825999177
2007,3906.17,10035.9,16965.9,1957.76,13942.07,30907.97,32865.73,4511.62635,10417.2642,17440.9452,2349.312,14928.89055,32369.83575,34719.14775,828.856722583333,1321.45921125,1392.81109578947,508.316817204301,2150.31593383333,3543.12702962281,4051.44384682711,605.45635,381.3642,475.0452,391.552,986.82055,1461.86575,1853.41775
2008,3981.37,10197.9,17049.9,2030.28,14179.27,31229.17,33259.45,4598.47760542291,10585.4184488999,17527.2943572808,2436.33329883054,15183.8960543228,32711.1904116036,35147.5237104341,579.541718591837,263.144261255033,0.0960378115191975,527.146725649588,842.68597984687,842.782017658389,1369.92874330798,617.107605422911,387.518448899915,477.394357280779,406.053298830542,1004.62605432283,1482.0204116036,1888.07371043415
2009,4057.98,10362.6,17136,2105.88,14420.58,31556.58,33662.46,4686.96908231485,10756.3831984354,17615.8118014714,2527.056,15443.3522807502,33059.1640822216,35586.2200822216,590.706685555134,267.394536998752,0.103300852883092,546.783192543476,858.101222553886,858.20452340677,1404.98771595025,628.989082314847,393.783198435379,479.811801471386,421.176,1022.77228075023,1502.58408222161,1923.76008222161
2010,4136,10530,17220,2184,14666,31886,34070,4777.08,10930.14,17702.16,2620.8,15707.22,33409.38,36030.18,602.059794285714,271.713,0.111096774193548,567.069176470588,873.772794285714,873.883891059908,1440.9530675305,641.08,400.14,482.16,436.8,1041.22,1523.38,1960.18
2011,4199.92,10712.25,17465.7,2247.28,14912.17,32377.87,34625.15,4850.90702421102,11119.3193917136,17954.7366851182,2696.74093533475,15970.2264159246,33924.9631010428,36621.7040363776,820.38414301774,715.728520145822,1096.27835419792,599.223668207623,1536.11266316356,2632.39101736148,3231.6146855691,650.987024211017,407.069391713622,489.036685118172,449.460935334746,1058.05641592464,1547.09310104281,1996.55403637756
2012,4264.78,10898.55,17713.5,2312.8,15163.33,32876.83,35189.63,4925.82039501209,11312.6921207143,18209.4799590905,2775.36474072859,16238.5125157264,34447.9924748169,37223.3572155455,833.061720770763,728.163330215522,1111.8370913858,616.697679137863,1561.22505098628,2673.06214237209,3289.75982150995,661.040395012091,414.142120714319,495.979959090494,462.564740728594,1075.18251572641,1571.1624748169,2033.7272155455
2013,4330.58,11087.55,17965.5,2379.72,15418.13,33383.63,35763.35,5001.82143096674,11508.8751132099,18468.5369602059,2855.65944718931,16510.6965441766,34979.2335043825,37834.8929515718,845.913800339384,740.793784716774,1127.65082731056,634.536607469975,1586.70758505616,2714.35841236672,3348.89501983669,671.241430966738,421.325113209868,503.036960205895,475.939447189313,1092.56654417661,1595.6035043825,2071.54295157181
2014,4397.32,11279.25,18221.7,2448.88,15676.57,33898.27,36347.15,5078.90800996472,11707.8582109469,18731.9071918261,2938.65381355857,16786.7662209117,35518.6734127377,38457.3272262963,858.948799775115,753.601959417883,1143.7237239595,652.980734444613,1612.550759193,2756.2744831525,3409.25521759711,681.588009964716,428.608210946941,510.207191826083,489.773813558565,1110.19622091166,1620.40341273774,2110.17722629631
2015,4465,11475,18480,2520,15940,34420,36940,5157.075,11911.05,18997.44,3024,17068.125,36065.565,39089.565,872.170255813954,766.68606,1159.94464864865,671.937,1638.85631581395,2798.8009644626,3470.7379644626,692.075,436.05,517.44,504,1128.125,1645.565,2149.565
2016,4581.09,12447,19700.1,2656.36,17028.09,36728.19,39384.55,5291.15869524307,12919.9817457226,20251.7016006271,3187.632,18211.1404409657,38462.8420415928,41650.4740415928,909.339562990068,942.849437044952,1761.36908581257,728.324049531304,1852.18900003502,3613.55808584759,4341.88213537889,710.068695243074,472.981745722604,551.60160062708,531.272,1183.05044096568,1734.65204159276,2265.92404159276
2017,4700,13500,21000,2800,18200,39200,42000,5428.5,14013,21588,3360,19441.5,41029.5,44389.5,932.95,1022.62,1877.6,767.7,1955.57,3833.17,4600.87,728.5,513,588,560,1241.5,1829.5,2389.5
2018,4880.95,13721.4,21546,2958.76,18602.35,40148.35,43107.11,5637.49986062768,14242.8173919283,22149.2849994912,3550.512,19880.317252556,42029.6022520472,45580.1142520472,918.288286245032,1082.11217741907,1953.55244411276,777.169739689341,2000.4004636641,3953.95290777686,4731.1226474662,756.549860627679,521.417391928328,603.284999491163,591.752,1277.96725255601,1881.25225204717,2473.00425204717
2019,5068.95,13946.85,22104.6,3126.76,19015.8,41120.4,44247.16,5854.63528399722,14476.8280190531,22723.5248048485,3752.11592447904,20331.4633030503,43054.9881078988,46807.1040323778,953.652495579481,1099.88211331671,2004.19735536111,821.305163150744,2053.53460889619,4057.7319642573,4879.03712740804,785.685283997223,529.978019053071,618.924804848477,625.355924479044,1315.66330305029,1934.58810789877,2559.94403237781
2020,5264,14175,22680,3304,19439,42119,45423,6079.92,14713.65,23315.04,3964.8,20793.57,44108.61,48073.41,990.350738461538,1117.87941176471,2056.37336470588,867.853905882353,2108.23015022624,4164.60351493213,5032.45742081448,815.92,538.65,635.04,660.8,1354.57,1989.61,2650.41
2021,5460.46,14482.8,23360.4,3497.76,19943.26,43303.66,46801.42,6306.83283495255,15033.1454396282,24014.4935780897,4197.312,21339.9782745807,45354.4718526704,49551.7838526704,1157.31460949331,1675.24641952684,2356.8907509571,962.917341528754,2832.56102902015,5189.45177997725,6152.369121506,846.372834952548,550.345439628175,654.093578089722,699.552,1396.71827458072,2050.81185267045,2750.36385267045
2022,5663.97,14798.7,24059.7,3703,20462.67,44522.37,48225.37,6541.88951543884,15361.0545495235,24733.3729624464,4443.60372513662,21902.9440649624,46636.3170274087,51079.9207525453,1200.45041390881,1711.7893113303,2427.44961584147,1019.42088863069,2912.23972523912,5339.68934108059,6359.11022971128,877.919515438845,562.354549523502,673.672962446372,740.603725136624,1440.27406496235,2113.94702740872,2854.55075254534
2023,5875,15120,24780,3920,20995,45775,49695,6785.625,15694.56,25473.84,4704,22480.185,47954.025,52658.025,1245.17782258065,1748.95753846154,2500.11615,1079.15776744186,2994.13536104218,5494.25151104218,6573.40927848404,910.625,574.56,693.84,784,1485.185,2179.025,2963.025
